20mm Poly Pipe,,40mm Poly Pipe,,63mm Poly Pipe,,90mm Poly Pipe,,110mm Poly Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.3934,11.549,0.3934,81.555,,,,,,
0.3935,11.551,0.3935,81.566,,,,,,
0.3936,11.553,0.3936,81.578,,,,,,
0.3937,11.555,0.3937,81.589,,,,,,
0.3938,11.557,0.3938,81.6,,,,,,
0.3939,11.558,0.3939,81.612,,,,,,
0.394,11.56,0.394,81.623,,,,,,
0.3941,11.562,0.3941,81.634,,,,,,
0.3942,11.564,0.3942,81.645,,,,,,
0.3943,11.566,0.3943,81.657,,,,,,
0.3944,11.568,0.3944,81.668,,,,,,
0.3945,11.57,0.3945,81.679,,,,,,
0.3946,11.572,0.3946,81.691,,,,,,
0.3947,11.574,0.3947,81.702,,,,,,
0.3948,11.576,0.3948,81.713,,,,,,
0.3949,11.578,0.3949,81.725,,,,,,
0.395,11.579,0.395,81.736,,,,,,
0.3951,11.581,0.3951,81.747,,,,,,
0.3952,11.583,0.3952,81.758,,,,,,
0.3953,11.585,0.3953,81.77,,,,,,
0.3954,11.587,0.3954,81.781,,,,,,
0.3955,11.589,0.3955,81.792,,,,,,
0.3956,11.591,0.3956,81.804,,,,,,
0.3957,11.593,0.3957,81.815,,,,,,
0.3958,11.595,0.3958,81.826,,,,,,
0.3959,11.597,0.3959,81.837,,,,,,
0.396,11.599,0.396,81.849,,,,,,
0.3961,11.601,0.3961,81.86,,,,,,
0.3962,11.602,0.3962,81.871,,,,,,
0.3963,11.604,0.3963,81.883,,,,,,
0.3964,11.606,0.3964,81.894,,,,,,
0.3965,11.608,0.3965,81.905,,,,,,
0.3966,11.61,0.3966,81.917,,,,,,
0.3967,11.612,0.3967,81.928,,,,,,
0.3968,11.614,0.3968,81.939,,,,,,
0.3969,11.616,0.3969,81.95,,,,,,
0.397,11.618,0.397,81.962,,,,,,
0.3971,11.62,0.3971,81.973,,,,,,
0.3972,11.622,0.3972,81.984,,,,,,
0.3973,11.624,0.3973,81.996,,,,,,
0.3974,11.625,0.3974,82.007,,,,,,
0.3975,11.627,0.3975,82.018,,,,,,
0.3976,11.629,0.3976,82.029,,,,,,
0.3977,11.631,0.3977,82.041,,,,,,
0.3978,11.633,0.3978,82.052,,,,,,
0.3979,11.635,0.3979,82.063,,,,,,
0.398,11.637,0.398,82.075,,,,,,
0.3981,11.639,0.3981,82.086,,,,,,
0.3982,11.641,0.3982,82.097,,,,,,
0.3983,11.643,0.3983,82.108,,,,,,
0.3984,11.645,0.3984,82.12,,,,,,
0.3985,11.646,0.3985,82.131,,,,,,
0.3986,11.648,0.3986,82.142,,,,,,
0.3987,11.65,0.3987,82.154,,,,,,
0.3988,11.652,0.3988,82.165,,,,,,
0.3989,11.654,0.3989,82.176,,,,,,
0.399,11.656,0.399,82.188,,,,,,
0.3991,11.658,0.3991,82.199,,,,,,
0.3992,11.66,0.3992,82.21,,,,,,
0.3993,11.662,0.3993,82.221,,,,,,
0.3994,11.664,0.3994,82.233,,,,,,
0.3995,11.666,0.3995,82.244,,,,,,
0.3996,11.668,0.3996,82.255,,,,,,
0.3997,11.669,0.3997,82.267,,,,,,
0.3998,11.671,0.3998,82.278,,,,,,
0.3999,11.673,0.3999,82.289,,,,,,
0.4,11.675,0.4,82.3,,,,,,
0.4001,11.677,0.4001,82.313,,,,,,
0.4002,11.679,0.4002,82.325,,,,,,
0.4003,11.68,0.4003,82.338,,,,,,
0.4004,11.682,0.4004,82.35,,,,,,
0.4005,11.684,0.4005,82.363,,,,,,
0.4006,11.686,0.4006,82.375,,,,,,
0.4007,11.687,0.4007,82.388,,,,,,
0.4008,11.689,0.4008,82.4,,,,,,
0.4009,11.691,0.4009,82.412,,,,,,
0.401,11.692,0.401,82.425,,,,,,
0.4011,11.694,0.4011,82.437,,,,,,
0.4012,11.696,0.4012,82.45,,,,,,
0.4013,11.698,0.4013,82.462,,,,,,
0.4014,11.699,0.4014,82.475,,,,,,
0.4015,11.701,0.4015,82.487,,,,,,
0.4016,11.703,0.4016,82.5,,,,,,
0.4017,11.704,0.4017,82.512,,,,,,
0.4018,11.706,0.4018,82.524,,,,,,
0.4019,11.708,0.4019,82.537,,,,,,
0.402,11.71,0.402,82.549,,,,,,
0.4021,11.711,0.4021,82.562,,,,,,
0.4022,11.713,0.4022,82.574,,,,,,
0.4023,11.715,0.4023,82.587,,,,,,
0.4024,11.717,0.4024,82.599,,,,,,
0.4025,11.718,0.4025,82.611,,,,,,
0.4026,11.72,0.4026,82.624,,,,,,
0.4027,11.722,0.4027,82.636,,,,,,
0.4028,11.723,0.4028,82.649,,,,,,
0.4029,11.725,0.4029,82.661,,,,,,
0.403,11.727,0.403,82.674,,,,,,
0.4031,11.729,0.4031,82.686,,,,,,
0.4032,11.73,0.4032,82.699,,,,,,
0.4033,11.732,0.4033,82.711,,,,,,
0.4034,11.734,0.4034,82.723,,,,,,
0.4035,11.735,0.4035,82.736,,,,,,
0.4036,11.737,0.4036,82.748,,,,,,
0.4037,11.739,0.4037,82.761,,,,,,
0.4038,11.741,0.4038,82.773,,,,,,
0.4039,11.742,0.4039,82.786,,,,,,
0.404,11.744,0.404,82.798,,,,,,
0.4041,11.746,0.4041,82.811,,,,,,
0.4042,11.748,0.4042,82.823,,,,,,
0.4043,11.749,0.4043,82.835,,,,,,
0.4044,11.751,0.4044,82.848,,,,,,
0.4045,11.753,0.4045,82.86,,,,,,
0.4046,11.754,0.4046,82.873,,,,,,
0.4047,11.756,0.4047,82.885,,,,,,
0.4048,11.758,0.4048,82.898,,,,,,
0.4049,11.76,0.4049,82.91,,,,,,
0.405,11.761,0.405,82.922,,,,,,
0.4051,11.763,0.4051,82.935,,,,,,
0.4052,11.765,0.4052,82.947,,,,,,
0.4053,11.766,0.4053,82.96,,,,,,
0.4054,11.768,0.4054,82.972,,,,,,
0.4055,11.77,0.4055,82.985,,,,,,
0.4056,11.772,0.4056,82.997,,,,,,
0.4057,11.773,0.4057,83.01,,,,,,
0.4058,11.775,0.4058,83.022,,,,,,
0.4059,11.777,0.4059,83.034,,,,,,
0.406,11.779,0.406,83.047,,,,,,
0.4061,11.78,0.4061,83.059,,,,,,
0.4062,11.782,0.4062,83.072,,,,,,
0.4063,11.784,0.4063,83.084,,,,,,
0.4064,11.785,0.4064,83.097,,,,,,
0.4065,11.787,0.4065,83.109,,,,,,
0.4066,11.789,0.4066,83.122,,,,,,
0.4067,11.791,0.4067,83.134,,,,,,
0.4068,11.792,0.4068,83.146,,,,,,
0.4069,11.794,0.4069,83.159,,,,,,
0.407,11.796,0.407,83.171,,,,,,
0.4071,11.797,0.4071,83.184,,,,,,
0.4072,11.799,0.4072,83.196,,,,,,
0.4073,11.801,0.4073,83.209,,,,,,
0.4074,11.803,0.4074,83.221,,,,,,
0.4075,11.804,0.4075,83.234,,,,,,
0.4076,11.806,0.4076,83.246,,,,,,
0.4077,11.808,0.4077,83.258,,,,,,
0.4078,11.81,0.4078,83.271,,,,,,
0.4079,11.811,0.4079,83.283,,,,,,
0.408,11.813,0.408,83.296,,,,,,
0.4081,11.815,0.4081,83.308,,,,,,
0.4082,11.816,0.4082,83.321,,,,,,
0.4083,11.818,0.4083,83.333,,,,,,
0.4084,11.82,0.4084,83.345,,,,,,
0.4085,11.822,0.4085,83.358,,,,,,
0.4086,11.823,0.4086,83.37,,,,,,
0.4087,11.825,0.4087,83.383,,,,,,
0.4088,11.827,0.4088,83.395,,,,,,
0.4089,11.828,0.4089,83.408,,,,,,
0.409,11.83,0.409,83.42,,,,,,
0.4091,11.832,0.4091,83.433,,,,,,
0.4092,11.834,0.4092,83.445,,,,,,
0.4093,11.835,0.4093,83.457,,,,,,
0.4094,11.837,0.4094,83.47,,,,,,
0.4095,11.839,0.4095,83.482,,,,,,
0.4096,11.841,0.4096,83.495,,,,,,
0.4097,11.842,0.4097,83.507,,,,,,
0.4098,11.844,0.4098,83.52,,,,,,
0.4099,11.846,0.4099,83.532,,,,,,
0.41,11.847,0.41,83.545,,,,,,
0.4101,11.849,0.4101,83.557,,,,,,
0.4102,11.851,0.4102,83.569,,,,,,
0.4103,11.853,0.4103,83.582,,,,,,
0.4104,11.854,0.4104,83.594,,,,,,
0.4105,11.856,0.4105,83.607,,,,,,
0.4106,11.858,0.4106,83.619,,,,,,
0.4107,11.859,0.4107,83.632,,,,,,
0.4108,11.861,0.4108,83.644,,,,,,
0.4109,11.863,0.4109,83.656,,,,,,
0.411,11.865,0.411,83.669,,,,,,
0.4111,11.866,0.4111,83.681,,,,,,
0.4112,11.868,0.4112,83.694,,,,,,
0.4113,11.87,0.4113,83.706,,,,,,
0.4114,11.872,0.4114,83.719,,,,,,
0.4115,11.873,0.4115,83.731,,,,,,
0.4116,11.875,0.4116,83.744,,,,,,
0.4117,11.877,0.4117,83.756,,,,,,
0.4118,11.878,0.4118,83.768,,,,,,
0.4119,11.88,0.4119,83.781,,,,,,
0.412,11.882,0.412,83.793,,,,,,
0.4121,11.884,0.4121,83.806,,,,,,
0.4122,11.885,0.4122,83.818,,,,,,
0.4123,11.887,0.4123,83.831,,,,,,
0.4124,11.889,0.4124,83.843,,,,,,
0.4125,11.891,0.4125,83.856,,,,,,
0.4126,11.892,0.4126,83.868,,,,,,
0.4127,11.894,0.4127,83.88,,,,,,
0.4128,11.896,0.4128,83.893,,,,,,
0.4129,11.897,0.4129,83.905,,,,,,
0.413,11.899,0.413,83.918,,,,,,
0.4131,11.901,0.4131,83.93,,,,,,
0.4132,11.903,0.4132,83.943,,,,,,
0.4133,11.904,0.4133,83.955,,,,,,
0.4134,11.906,0.4134,83.968,,,,,,
0.4135,11.908,0.4135,83.98,,,,,,
0.4136,11.909,0.4136,83.992,,,,,,
0.4137,11.911,0.4137,84.005,,,,,,
0.4138,11.913,0.4138,84.017,,,,,,
0.4139,11.915,0.4139,84.03,,,,,,
0.414,11.916,0.414,84.042,,,,,,
0.4141,11.918,0.4141,84.055,,,,,,
0.4142,11.92,0.4142,84.067,,,,,,
0.4143,11.922,0.4143,84.079,,,,,,
0.4144,11.923,0.4144,84.092,,,,,,
0.4145,11.925,0.4145,84.104,,,,,,
0.4146,11.927,0.4146,84.117,,,,,,
0.4147,11.928,0.4147,84.129,,,,,,
0.4148,11.93,0.4148,84.142,,,,,,
0.4149,11.932,0.4149,84.154,,,,,,
0.415,11.934,0.415,84.167,,,,,,
0.4151,11.935,0.4151,84.179,,,,,,
0.4152,11.937,0.4152,84.191,,,,,,
0.4153,11.939,0.4153,84.204,,,,,,
0.4154,11.94,0.4154,84.216,,,,,,
0.4155,11.942,0.4155,84.229,,,,,,
0.4156,11.944,0.4156,84.241,,,,,,
0.4157,11.946,0.4157,84.254,,,,,,
0.4158,11.947,0.4158,84.266,,,,,,
0.4159,11.949,0.4159,84.279,,,,,,
0.416,11.951,0.416,84.291,,,,,,
0.4161,11.953,0.4161,84.303,,,,,,
0.4162,11.954,0.4162,84.316,,,,,,
0.4163,11.956,0.4163,84.328,,,,,,
0.4164,11.958,0.4164,84.341,,,,,,
0.4165,11.959,0.4165,84.353,,,,,,
0.4166,11.961,0.4166,84.366,,,,,,
0.4167,11.963,0.4167,84.378,,,,,,
0.4168,11.965,0.4168,84.39,,,,,,
0.4169,11.966,0.4169,84.403,,,,,,
0.417,11.968,0.417,84.415,,,,,,
0.4171,11.97,0.4171,84.428,,,,,,
0.4172,11.971,0.4172,84.44,,,,,,
0.4173,11.973,0.4173,84.453,,,,,,
0.4174,11.975,0.4174,84.465,,,,,,
0.4175,11.977,0.4175,84.478,,,,,,
0.4176,11.978,0.4176,84.49,,,,,,
0.4177,11.98,0.4177,84.502,,,,,,
0.4178,11.982,0.4178,84.515,,,,,,
0.4179,11.984,0.4179,84.527,,,,,,
0.418,11.985,0.418,84.54,,,,,,
0.4181,11.987,0.4181,84.552,,,,,,
0.4182,11.989,0.4182,84.565,,,,,,
0.4183,11.99,0.4183,84.577,,,,,,
0.4184,11.992,0.4184,84.59,,,,,,
0.4185,11.994,0.4185,84.602,,,,,,
0.4186,11.996,0.4186,84.614,,,,,,
0.4187,11.997,0.4187,84.627,,,,,,
0.4188,11.999,0.4188,84.639,,,,,,
0.4189,12.001,0.4189,84.652,,,,,,
0.419,12.002,0.419,84.664,,,,,,
0.4191,12.004,0.4191,84.677,,,,,,
0.4192,12.006,0.4192,84.689,,,,,,
0.4193,12.008,0.4193,84.702,,,,,,
0.4194,12.009,0.4194,84.714,,,,,,
0.4195,12.011,0.4195,84.726,,,,,,
0.4196,12.013,0.4196,84.739,,,,,,
0.4197,12.015,0.4197,84.751,,,,,,
0.4198,12.016,0.4198,84.764,,,,,,
0.4199,12.018,0.4199,84.776,,,,,,
0.42,12.02,0.42,84.789,,,,,,
0.4201,12.021,0.4201,84.801,,,,,,
0.4202,12.023,0.4202,84.813,,,,,,
0.4203,12.025,0.4203,84.826,,,,,,
0.4204,12.027,0.4204,84.838,,,,,,
0.4205,12.028,0.4205,84.851,,,,,,
0.4206,12.03,0.4206,84.863,,,,,,
0.4207,12.032,0.4207,84.876,,,,,,
0.4208,12.033,0.4208,84.888,,,,,,
0.4209,12.035,0.4209,84.901,,,,,,
0.421,12.037,0.421,84.913,,,,,,
0.4211,12.039,0.4211,84.925,,,,,,
0.4212,12.04,0.4212,84.938,,,,,,
0.4213,12.042,0.4213,84.95,,,,,,
0.4214,12.044,0.4214,84.963,,,,,,
0.4215,12.046,0.4215,84.975,,,,,,
0.4216,12.047,0.4216,84.988,,,,,,
0.4217,12.049,0.4217,85,,,,,,
0.4218,12.051,0.4218,85.013,,,,,,
0.4219,12.052,0.4219,85.025,,,,,,
0.422,12.054,0.422,85.037,,,,,,
0.4221,12.056,0.4221,85.05,,,,,,
0.4222,12.058,0.4222,85.062,,,,,,
0.4223,12.059,0.4223,85.075,,,,,,
0.4224,12.061,0.4224,85.087,,,,,,
0.4225,12.063,0.4225,85.1,,,,,,
0.4226,12.064,0.4226,85.112,,,,,,
0.4227,12.066,0.4227,85.125,,,,,,
0.4228,12.068,0.4228,85.137,,,,,,
0.4229,12.07,0.4229,85.149,,,,,,
0.423,12.071,0.423,85.162,,,,,,
0.4231,12.073,0.4231,85.174,,,,,,
0.4232,12.075,0.4232,85.187,,,,,,
0.4233,12.077,0.4233,85.199,,,,,,
0.4234,12.078,0.4234,85.212,,,,,,
0.4235,12.08,0.4235,85.224,,,,,,
0.4236,12.082,0.4236,85.236,,,,,,
0.4237,12.083,0.4237,85.249,,,,,,
0.4238,12.085,0.4238,85.261,,,,,,
0.4239,12.087,0.4239,85.274,,,,,,
0.424,12.089,0.424,85.286,,,,,,
0.4241,12.09,0.4241,85.299,,,,,,
0.4242,12.092,0.4242,85.311,,,,,,
0.4243,12.094,0.4243,85.324,,,,,,
0.4244,12.095,0.4244,85.336,,,,,,
0.4245,12.097,0.4245,85.348,,,,,,
0.4246,12.099,0.4246,85.361,,,,,,
0.4247,12.101,0.4247,85.373,,,,,,
0.4248,12.102,0.4248,85.386,,,,,,
0.4249,12.104,0.4249,85.398,,,,,,
0.425,12.106,0.425,85.411,,,,,,
0.4251,12.108,0.4251,85.423,,,,,,
0.4252,12.109,0.4252,85.436,,,,,,
0.4253,12.111,0.4253,85.448,,,,,,
0.4254,12.113,0.4254,85.46,,,,,,
0.4255,12.114,0.4255,85.473,,,,,,
0.4256,12.116,0.4256,85.485,,,,,,
0.4257,12.118,0.4257,85.498,,,,,,
0.4258,12.12,0.4258,85.51,,,,,,
0.4259,12.121,0.4259,85.523,,,,,,
0.426,12.123,0.426,85.535,,,,,,
0.4261,12.125,0.4261,85.547,,,,,,
0.4262,12.126,0.4262,85.56,,,,,,
0.4263,12.128,0.4263,85.572,,,,,,
0.4264,12.13,0.4264,85.585,,,,,,
0.4265,12.132,0.4265,85.597,,,,,,
0.4266,12.133,0.4266,85.61,,,,,,
0.4267,12.135,0.4267,85.622,,,,,,
0.4268,12.137,0.4268,85.635,,,,,,
0.4269,12.139,0.4269,85.647,,,,,,
0.427,12.14,0.427,85.659,,,,,,
0.4271,12.142,0.4271,85.672,,,,,,
0.4272,12.144,0.4272,85.684,,,,,,
0.4273,12.145,0.4273,85.697,,,,,,
0.4274,12.147,0.4274,85.709,,,,,,
0.4275,12.149,0.4275,85.722,,,,,,
0.4276,12.151,0.4276,85.734,,,,,,
0.4277,12.152,0.4277,85.747,,,,,,
0.4278,12.154,0.4278,85.759,,,,,,
0.4279,12.156,0.4279,85.771,,,,,,
0.428,12.157,0.428,85.784,,,,,,
0.4281,12.159,0.4281,85.796,,,,,,
0.4282,12.161,0.4282,85.809,,,,,,
0.4283,12.163,0.4283,85.821,,,,,,
0.4284,12.164,0.4284,85.834,,,,,,
0.4285,12.166,0.4285,85.846,,,,,,
0.4286,12.168,0.4286,85.859,,,,,,
0.4287,12.17,0.4287,85.871,,,,,,
0.4288,12.171,0.4288,85.883,,,,,,
0.4289,12.173,0.4289,85.896,,,,,,
0.429,12.175,0.429,85.908,,,,,,
0.4291,12.176,0.4291,85.921,,,,,,
0.4292,12.178,0.4292,85.933,,,,,,
0.4293,12.18,0.4293,85.946,,,,,,
0.4294,12.182,0.4294,85.958,,,,,,
0.4295,12.183,0.4295,85.97,,,,,,
0.4296,12.185,0.4296,85.983,,,,,,
0.4297,12.187,0.4297,85.995,,,,,,
0.4298,12.189,0.4298,86.008,,,,,,
0.4299,12.19,0.4299,86.02,,,,,,
0.43,12.192,0.43,86.033,,,,,,
0.4301,12.194,0.4301,86.045,,,,,,
0.4302,12.195,0.4302,86.058,,,,,,
0.4303,12.197,0.4303,86.07,,,,,,
0.4304,12.199,0.4304,86.082,,,,,,
0.4305,12.201,0.4305,86.095,,,,,,
0.4306,12.202,0.4306,86.107,,,,,,
0.4307,12.204,0.4307,86.12,,,,,,
0.4308,12.206,0.4308,86.132,,,,,,
0.4309,12.207,0.4309,86.145,,,,,,
0.431,12.209,0.431,86.157,,,,,,
0.4311,12.211,0.4311,86.17,,,,,,
0.4312,12.213,0.4312,86.182,,,,,,
0.4313,12.214,0.4313,86.194,,,,,,
0.4314,12.216,0.4314,86.207,,,,,,
0.4315,12.218,0.4315,86.219,,,,,,
0.4316,12.22,0.4316,86.232,,,,,,
0.4317,12.221,0.4317,86.244,,,,,,
0.4318,12.223,0.4318,86.257,,,,,,
0.4319,12.225,0.4319,86.269,,,,,,
0.432,12.226,0.432,86.281,,,,,,
0.4321,12.228,0.4321,86.294,,,,,,
0.4322,12.23,0.4322,86.306,,,,,,
0.4323,12.232,0.4323,86.319,,,,,,
0.4324,12.233,0.4324,86.331,,,,,,
0.4325,12.235,0.4325,86.344,,,,,,
0.4326,12.237,0.4326,86.356,,,,,,
0.4327,12.238,0.4327,86.369,,,,,,
0.4328,12.24,0.4328,86.381,,,,,,
0.4329,12.242,0.4329,86.393,,,,,,
0.433,12.244,0.433,86.406,,,,,,
0.4331,12.245,0.4331,86.418,,,,,,
0.4332,12.247,0.4332,86.431,,,,,,
0.4333,12.249,0.4333,86.443,,,,,,
0.4334,12.251,0.4334,86.456,,,,,,
0.4335,12.252,0.4335,86.468,,,,,,
0.4336,12.254,0.4336,86.481,,,,,,
0.4337,12.256,0.4337,86.493,,,,,,
0.4338,12.257,0.4338,86.505,,,,,,
0.4339,12.259,0.4339,86.518,,,,,,
0.434,12.261,0.434,86.53,,,,,,
0.4341,12.263,0.4341,86.543,,,,,,
0.4342,12.264,0.4342,86.555,,,,,,
0.4343,12.266,0.4343,86.568,,,,,,
0.4344,12.268,0.4344,86.58,,,,,,
0.4345,12.269,0.4345,86.593,,,,,,
0.4346,12.271,0.4346,86.605,,,,,,
0.4347,12.273,0.4347,86.617,,,,,,
0.4348,12.275,0.4348,86.63,,,,,,
0.4349,12.276,0.4349,86.642,,,,,,
0.435,12.278,0.435,86.655,,,,,,
0.4351,12.28,0.4351,86.667,,,,,,
0.4352,12.282,0.4352,86.68,,,,,,
0.4353,12.283,0.4353,86.692,,,,,,
0.4354,12.285,0.4354,86.704,,,,,,
0.4355,12.287,0.4355,86.717,,,,,,
0.4356,12.288,0.4356,86.729,,,,,,
0.4357,12.29,0.4357,86.742,,,,,,
0.4358,12.292,0.4358,86.754,,,,,,
0.4359,12.294,0.4359,86.767,,,,,,
0.436,12.295,0.436,86.779,,,,,,
0.4361,12.297,0.4361,86.792,,,,,,
0.4362,12.299,0.4362,86.804,,,,,,
0.4363,12.3,0.4363,86.816,,,,,,
0.4364,12.302,0.4364,86.829,,,,,,
0.4365,12.304,0.4365,86.841,,,,,,
0.4366,12.306,0.4366,86.854,,,,,,
0.4367,12.307,0.4367,86.866,,,,,,
0.4368,12.309,0.4368,86.879,,,,,,
0.4369,12.311,0.4369,86.891,,,,,,
0.437,12.313,0.437,86.904,,,,,,
0.4371,12.314,0.4371,86.916,,,,,,
0.4372,12.316,0.4372,86.928,,,,,,
0.4373,12.318,0.4373,86.941,,,,,,
0.4374,12.319,0.4374,86.953,,,,,,
0.4375,12.321,0.4375,86.966,,,,,,
0.4376,12.323,0.4376,86.978,,,,,,
0.4377,12.325,0.4377,86.991,,,,,,
0.4378,12.326,0.4378,87.003,,,,,,
0.4379,12.328,0.4379,87.016,,,,,,
0.438,12.33,0.438,87.028,,,,,,
0.4381,12.331,0.4381,87.04,,,,,,
0.4382,12.333,0.4382,87.053,,,,,,
0.4383,12.335,0.4383,87.065,,,,,,
0.4384,12.337,0.4384,87.078,,,,,,
0.4385,12.338,0.4385,87.09,,,,,,
0.4386,12.34,0.4386,87.103,,,,,,
0.4387,12.342,0.4387,87.115,,,,,,
0.4388,12.344,0.4388,87.127,,,,,,
0.4389,12.345,0.4389,87.14,,,,,,
0.439,12.347,0.439,87.152,,,,,,
0.4391,12.349,0.4391,87.165,,,,,,
0.4392,12.35,0.4392,87.177,,,,,,
0.4393,12.352,0.4393,87.19,,,,,,
0.4394,12.354,0.4394,87.202,,,,,,
0.4395,12.356,0.4395,87.215,,,,,,
0.4396,12.357,0.4396,87.227,,,,,,
0.4397,12.359,0.4397,87.239,,,,,,
0.4398,12.361,0.4398,87.252,,,,,,
0.4399,12.362,0.4399,87.264,,,,,,
0.44,12.364,0.44,87.277,,,,,,
0.4401,12.366,0.4401,87.289,,,,,,
0.4402,12.368,0.4402,87.302,,,,,,
0.4403,12.369,0.4403,87.314,,,,,,
0.4404,12.371,0.4404,87.327,,,,,,
0.4405,12.373,0.4405,87.339,,,,,,
0.4406,12.375,0.4406,87.351,,,,,,
0.4407,12.376,0.4407,87.364,,,,,,
0.4408,12.378,0.4408,87.376,,,,,,
0.4409,12.38,0.4409,87.389,,,,,,
0.441,12.381,0.441,87.401,,,,,,
0.4411,12.383,0.4411,87.414,,,,,,
0.4412,12.385,0.4412,87.426,,,,,,
0.4413,12.387,0.4413,87.438,,,,,,
0.4414,12.388,0.4414,87.451,,,,,,
0.4415,12.39,0.4415,87.463,,,,,,
0.4416,12.392,0.4416,87.476,,,,,,
0.4417,12.393,0.4417,87.488,,,,,,
0.4418,12.395,0.4418,87.501,,,,,,
0.4419,12.397,0.4419,87.513,,,,,,
0.442,12.399,0.442,87.526,,,,,,
0.4421,12.4,0.4421,87.538,,,,,,
0.4422,12.402,0.4422,87.55,,,,,,
0.4423,12.404,0.4423,87.563,,,,,,
0.4424,12.406,0.4424,87.575,,,,,,
0.4425,12.407,0.4425,87.588,,,,,,
0.4426,12.409,0.4426,87.6,,,,,,
0.4427,12.411,0.4427,87.613,,,,,,
0.4428,12.412,0.4428,87.625,,,,,,
0.4429,12.414,0.4429,87.638,,,,,,
0.443,12.416,0.443,87.65,,,,,,
0.4431,12.418,0.4431,87.662,,,,,,
0.4432,12.419,0.4432,87.675,,,,,,
0.4433,12.421,0.4433,87.687,,,,,,
0.4434,12.423,0.4434,87.7,,,,,,
0.4435,12.424,0.4435,87.712,,,,,,
0.4436,12.426,0.4436,87.725,,,,,,
0.4437,12.428,0.4437,87.737,,,,,,
0.4438,12.43,0.4438,87.75,,,,,,
0.4439,12.431,0.4439,87.762,,,,,,
0.444,12.433,0.444,87.774,,,,,,
0.4441,12.435,0.4441,87.787,,,,,,
0.4442,12.437,0.4442,87.799,,,,,,
0.4443,12.438,0.4443,87.812,,,,,,
0.4444,12.44,0.4444,87.824,,,,,,
0.4445,12.442,0.4445,87.837,,,,,,
0.4446,12.443,0.4446,87.849,,,,,,
0.4447,12.445,0.4447,87.861,,,,,,
0.4448,12.447,0.4448,87.874,,,,,,
0.4449,12.449,0.4449,87.886,,,,,,
0.445,12.45,0.445,87.899,,,,,,
0.4451,12.452,0.4451,87.911,,,,,,
0.4452,12.454,0.4452,87.924,,,,,,
0.4453,12.456,0.4453,87.936,,,,,,
0.4454,12.457,0.4454,87.949,,,,,,
0.4455,12.459,0.4455,87.961,,,,,,
0.4456,12.461,0.4456,87.973,,,,,,
0.4457,12.462,0.4457,87.986,,,,,,
0.4458,12.464,0.4458,87.998,,,,,,
0.4459,12.466,0.4459,88.011,,,,,,
0.446,12.468,0.446,88.023,,,,,,
0.4461,12.469,0.4461,88.036,,,,,,
0.4462,12.471,0.4462,88.048,,,,,,
0.4463,12.473,0.4463,88.061,,,,,,
0.4464,12.474,0.4464,88.073,,,,,,
0.4465,12.476,0.4465,88.085,,,,,,
0.4466,12.478,0.4466,88.098,,,,,,
0.4467,12.48,0.4467,88.11,,,,,,
0.4468,12.481,0.4468,88.123,,,,,,
0.4469,12.483,0.4469,88.135,,,,,,
0.447,12.485,0.447,88.148,,,,,,
0.4471,12.487,0.4471,88.16,,,,,,
0.4472,12.488,0.4472,88.172,,,,,,
0.4473,12.49,0.4473,88.185,,,,,,
0.4474,12.492,0.4474,88.197,,,,,,
0.4475,12.493,0.4475,88.21,,,,,,
0.4476,12.495,0.4476,88.222,,,,,,
0.4477,12.497,0.4477,88.235,,,,,,
0.4478,12.499,0.4478,88.247,,,,,,
0.4479,12.5,0.4479,88.26,,,,,,
0.448,12.502,0.448,88.272,,,,,,
0.4481,12.504,0.4481,88.284,,,,,,
0.4482,12.505,0.4482,88.297,,,,,,
0.4483,12.507,0.4483,88.309,,,,,,
0.4484,12.509,0.4484,88.322,,,,,,
0.4485,12.511,0.4485,88.334,,,,,,
0.4486,12.512,0.4486,88.347,,,,,,
0.4487,12.514,0.4487,88.359,,,,,,
0.4488,12.516,0.4488,88.372,,,,,,
0.4489,12.518,0.4489,88.384,,,,,,
0.449,12.519,0.449,88.396,,,,,,
0.4491,12.521,0.4491,88.409,,,,,,
0.4492,12.523,0.4492,88.421,,,,,,
0.4493,12.524,0.4493,88.434,,,,,,
0.4494,12.526,0.4494,88.446,,,,,,
0.4495,12.528,0.4495,88.459,,,,,,
0.4496,12.53,0.4496,88.471,,,,,,
0.4497,12.531,0.4497,88.484,,,,,,
0.4498,12.533,0.4498,88.496,,,,,,
0.4499,12.535,0.4499,88.508,,,,,,
0.45,12.536,0.45,88.521,,,,,,
0.4501,12.538,0.4501,88.533,,,,,,
0.4502,12.54,0.4502,88.546,,,,,,
0.4503,12.542,0.4503,88.558,,,,,,
0.4504,12.543,0.4504,88.571,,,,,,
0.4505,12.545,0.4505,88.583,,,,,,
0.4506,12.547,0.4506,88.595,,,,,,
0.4507,12.549,0.4507,88.608,,,,,,
0.4508,12.55,0.4508,88.62,,,,,,
0.4509,12.552,0.4509,88.633,,,,,,
0.451,12.554,0.451,88.645,,,,,,
0.4511,12.555,0.4511,88.658,,,,,,
0.4512,12.557,0.4512,88.67,,,,,,
0.4513,12.559,0.4513,88.683,,,,,,
0.4514,12.561,0.4514,88.695,,,,,,
0.4515,12.562,0.4515,88.707,,,,,,
0.4516,12.564,0.4516,88.72,,,,,,
